asset_name	original_path	asset_bytes	asset_sha256	original_sha256	mode
MacJev-322M-4K-Laya-F16.gguf	MacJev-322M-4K-Laya-F16.gguf	628818944	ed1e0d6d1d47adef461ddc0ad413f390934aba1ce4e7ad8d7ef8489c317f488d	ed1e0d6d1d47adef461ddc0ad413f390934aba1ce4e7ad8d7ef8489c317f488d	whole
